Number,Summary Nr,Report ID,Fatality,NAICS,Event Description,Abstract,Keywords,End User,Project Type,Project Cost,Non building height,Fatality.1,Age,Sex,Degree of injury,occpation,Max T,Min T,Dew Max,Dew Min,Max Wind Speed,Sea Level Pressure (in),Time,Temperature,Dew Point,Humidity,Wind,Pressure,Precip.,Condition,ZipCode,State,Season,Wind Speed,Wind Gust,Latitude,Longitude,Location,Event Date,Cloudcover,Visiblity,Solar Radiation,Solar Energy,UV Index
492,106937,418800,,238160,Employee Falls From Roof And Breaks Ankles,"Abstract: At 1:00 a.m. on June 19, 2018, Employee #1, employed by a roofing company, was engaged in roof repairs at a two-story multifamily residential building. He lost his footing and fell, a fall height of 20 feet. Employee #1 was transported to the hospital, where he was admitted and treated for fractures to both ankles.","Keywords: Ankle, Fall, Fall Protection, Fracture, Lost Balance, Repair, Residential Construction, Roof, Roofer",Multi-family dwelling,Maintenance or repair,,20,,30,M,Hospitalized injury,Roofers,86,78,77.0,73.0,15,30.03,01:00:00,81 °F,75 °F,82 %,E,30.03 in,0.0 in,Fair,33326,FL,Summer,6 mph,0 mph,26.1128632,-80.3827128,FL 33326,2018-06-19,,,,,
493,106472,418800,,238160,"Employee Falls From Roof, Sustains Fractures","Abstract: At 3:00 p.m. on June 11, 2018, Employee #1, employed by a roofing company, was working on a tile roofing project at a one-story residence. He lost his balance and fell. Emergency services transported the employee to the hospital, where he was admitted and treated for vertebral fractures to the back and neck.","Keywords: Back, Fall, Fall Protection, Fracture, Lost Balance, Neck, Residential Construction, Roof, Roofer, Vertebra",,Alteration or rehabilitation,,10,,56,M,Hospitalized injury,Roofers,88,71,73.0,69.0,22,30.03,15:00:00,79 °F,70 °F,74 %,WNW,29.96 in,0.0 in,Light Rain with Thunder,34112,FL,Summer,8 mph,0 mph,26.1223366,-81.748679,FL 34112,2018-06-11,,,,,
494,106331,419700,,238160,Employee Falls From Roof And Breaks Both Ankles,"Abstract: At 10:30 a.m. on May 31, 2018, Employee #1, employed by a construction company, was engaged in roofing activity at a two-story residential structure. As he installed roofing shingles, he slipped and fell, a fall height of 19 feet, and struck a concrete slab at surface. Employee #1 was using fall protection, but the anchor broke and the system failed to protect him. Emergency services transported Employee #1 to the hospital, where he was admitted and treated for fractures to both ankles.","Keywords: Anchor, Ankle, Concrete Slab, Equipment Failure, Fall, Fall Protection, Fracture, Installing, Residential Construction, Roof, Roofer, Slip",Single family or duplex dwelling,Alteration or rehabilitation,,19,,20,M,Hospitalized injury,Roof Repar: Shingle,89,70,74.0,68.0,13,29.8,10:30:00,77 °F,73 °F,88 %,S,29.80 in,0.0 in,Cloudy,32064,FL,Spring,5 mph,0 mph,30.2847428,-82.9943749,FL 32064,2018-05-31,,,,,
495,106148,419700,,238160,Employee Falls From Roof And Fractures Back,"Abstract: At 9:30 a.m. on May 24, 2018, Employee #1, employed by a roofing company, was working on the roof of a two-story multlifamily residential building as part of a multiemployer renovation project. He was setting a metal roofing sheet when he slipped and fell to the ground floor, a fall height of 17 feet. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and underwent surgery for a spinal fracture.","Keywords: Back, Fall, Fall Protection, Fracture, Installing, Metal Sheet, Repair, Residential Construction, Roof, Slip, Spine",Multi-family dwelling,Alteration or rehabilitation,,17,,28,M,Hospitalized injury,Roof Repair: Sheet Metal,90,69,73.0,67.0,10,30.02,09:30:00,74 °F,72 °F,93 %,ESE,30.02 in,0.0 in,Fog,32301,FL,Spring,5 mph,0 mph,30.4353904,-84.2543024,FL 32301,2018-05-24,,,,,
496,106165,420600,,238160,Employee Falls From Roof And Breaks Multiple Ribs,"Abstract: At 8:30 a.m. on May 15, 2018, Employee #1, employed by a roofing company, was laying shingles on the roof of a two-story commercial building. He inadvertently stepped off the roof and fell, a fall height of approximately 16 feet. Emergency services transported Employee #1 to the hospital, where he was admitted and treated for multiple rib fractures.","Keywords: Construction, Fall, Fall Protection, Fracture, Installing, Rib, Roof",Commercial building,New project or new addition,,16,,40,M,Hospitalized injury,Roofers,88,70,73.0,70.0,20,29.96,08:30:00,72 °F,71 °F,97 %,SSE,29.92 in,0.0 in,Fair,33919,FL,Spring,7 mph,0 mph,26.5505581,-81.9010513,FL 33919,2018-05-15,,,,,
497,110477,420600,,238160,Employee Fractures Elbow In Fall From Roof To Ground,"Abstract: At 11:00 a.m. on May 14, 2018, an employee was removing shingles from roof with a 6:12 pitch on a single story residence. The employee stepped on loose shingle and slipped. The employee fell 10 feet to the ground and sustained a fractured elbow.","Keywords: Elbow, Fall, Fracture, Roof, Slip",Single family or duplex dwelling,Alteration or rehabilitation,,10,,19,F,Hospitalized injury,Roofers,76,70,73.0,69.0,18,29.93,11:00:00,71 °F,71 °F,100 %,E,29.91 in,0.0 in,Rain,32805,FL,Spring,9 mph,0 mph,28.5361131,-81.4013566,FL 32805,2018-05-14,,,,,
498,105516,420600,,238160,Employee Falls From Roof And Fractures Pelvis And Nose,"Abstract: At 10:30 a.m. on April 24, 2018, Employee #1, employed by a roofing company, was installing flashing along the roof eave of a one-story commercial building. He fell, a fall height of 16 feet. Emergency services were called, and Employee #1 was transported to the hospital, admitted, and treated for fractures to his pelvis and nose and contusions.","Keywords: Construction, Contusion, Fall, Fall Protection, Fracture, Installing, Nose, Pelvis, Roof, Roofer",,,,16,,25,M,Hospitalized injury,Roofers,83,65,70.0,50.0,18,29.92,10:30:00,74 °F,65 °F,73 %,W,29.91 in,0.0 in,Fair,32707,FL,Spring,13 mph,0 mph,28.6573339,-81.316277,FL 32707,2018-04-24,,,,,
499,105527,420600,,238160,Employee Falls From Roof And Injuries Include Amputation,"Abstract: At 1:45 p.m. on April 16, 2018, Employee #1, employed by a roofing company, was working on the roof of a residence when he fell. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for a fracture and amputation.","Keywords: Amputation, Fall, Fall Protection, Fracture, Residential Construction, Roof, Roofer",Other building,Other,,11,,30,M,Hospitalized injury,Roofers,69,60,55.0,46.0,24,30.12,13:45:00,65 °F,47 °F,52 %,N,30.11 in,0.0 in,Fair,34230,FL,Spring,15 mph,28 mph,27.335037,-82.5366899,FL 34230,2018-04-16,,,,,
500,105958,420600,X,238160,Employee Is Killed In Fall From Roof,"Abstract: At 1:00 p.m. on April 12, 2018, Employee #1 was working on a roof when he fell. Employee #1 struck the ground and was killed.","Keywords: Fall, Fall Protection, Roof, Struck Against",Other building,Alteration or rehabilitation,,10,X,50,M,Fatality,Distance of Fall: feet Worker Height Above Ground/Floor: feet Cause: Roofing Fatality Cause:,79,55,61.0,50.0,15,30.15,13:00:00,77 °F,52 °F,42 %,ENE,30.13 in,0.0 in,Partly Cloudy,32751,FL,Spring,13 mph,0 mph,28.6282512,-81.3583643,FL 32751,2018-04-12,,,,,
501,104150,454714,X,238160,Employee Falls From Roof And Is Killed,"Abstract: At 8:30 a.m. on March 21, 2018, an employee was riding on an aerial lift to access the roof and stage roofing material. The employee fell 38 feet from the roof before landing on a concrete loading dock and was killed from multiple blunt force trauma injuries.","Keywords: Concrete Slab, Fall, Roof",Commercial building,New project or new addition,,43,X,49,M,Fatality,Roofers: Helpers,49,28,32.0,24.0,7,29.25,08:30:00,31 °F,26 °F,82 %,NNE,29.25 in,0.0 in,Partly Cloudy,37932,TN,Spring,3 mph,0 mph,35.9275961,-84.1632354,TN 37932,2018-03-23,,,,,
502,104026,420600,,238160,Employee Falls From Roof And Sustains Contusions,"Abstract: At 12:30 p.m. on March 15, 2018, Employee #1, employed by a roofing company, was engaged in roofing work at a new one-story residence. He fell from the roof, a fall height of 10 feet. Emergency services were called, and Employee #1 was transported to the hospital. He was treated for contusions and released without being hospitalized.","Keywords: Contusion, Fall, Fall Protection, Ladder, Residential Construction, Roof, Roofer",Single family or duplex dwelling,New project or new addition,,10,,26,M,Non Hospitalized injury,Roofers,68,344,42.0,29.0,15,30.18,12:30:00,64 °F,32 °F,30 %,ENE,30.18 in,0.0 in,Fair,34222,FL,Spring,7 mph,0 mph,27.5347536,-82.5022897,FL 34222,2018-03-15,,,,,
503,103998,420600,,238160,Employee Falls From Roof And Fractures Ankles,"Abstract: At 3:30 p.m. on March 13, 2018, Employee #1, employed by a roofing company, was engaged in maintenance/repair work on the roof of a two-story multifamily residential building. He fell from the roof. Emergency services were called, and Employee #1 was transported to the hospital, admitted, and treated for fractures to both ankles.","Keywords: Ankle, Building, Fall, Fall Protection, Fracture, Installing, Residential Construction, Roof, Roofer",Multi-family dwelling,Maintenance or repair,,18,,31,M,Hospitalized injury,Roofers,61,51,44.0,34.0,17,30.13,15:30:00,61 °F,37 °F,41 %,NW,30.08 in,0.0 in,Fair,33771,FL,Spring,12 mph,0 mph,27.9161058,-82.7573878,FL 33771,2018-03-13,,,,,
504,103288,419700,,238160,Employee Falls From Roof And Injures Head And Ankle,"Abstract: At 11:15 a.m. on February 16, 2018, Employee #1, employed by a roofing company, was engaged in roofing work at a two-story residential structure. To exit the roof, he unhooked his fall protection harness and began to climb down a ladder. The ladder slipped, and Employee #1 fell, a fall height of approximately 11 feet. He struck the back of his head on the corner of an air conditioning unit. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for a double fracture to his left ankle and a head laceration.","Keywords: Ankle, Fall, Fall Protection, Fracture, Head, Laceration, Residential Construction, Roof, Roofer, Struck Against",Single family or duplex dwelling,Alteration or rehabilitation,,11,,53,M,Hospitalized injury,Roofers: Helpers,69,42,59.0,35.0,24,29.64,11:15:00,48 °F,44 °F,86 %,N,29.48 in,0.0 in,Light Rain,32401,FL,Winter,14 mph,0 mph,30.1611619,-85.6504432,FL 32401,2018-02-16,,,,,
505,103198,454712,X,238160,Employee Falls Through Roof And Is Killed,"Abstract: At 11:00 a.m. on February 12, 2018, an employee was replacing deteriorated pieces of lathing within a roof, when he fell through the roof. The employee struck his head on the concrete floor below and was killed.","Keywords: Concrete, Fall, Head, Roof",Commercial building,Maintenance or repair,,16,X,57,M,Fatality,Roof Repair: Sheet Metal,39,32,30.0,27.0,16,29.9,11:00:00,34 °F,28 °F,79 %,NNE,29.86 in,0.0 in,Cloudy,37055,TN,Winter,14 mph,0 mph,36.0740164,-87.402741,TN 37055,2018-02-12,,,,,
506,102576,418800,X,238160,Employee Dies After Falling From Roof,"Abstract: At 4:52 p.m. on January 28, 2018, an employee was working for a roofing contractor. He was doing repair work on the roof of a residence. He fell from the roof to the ground. He sustained fractures and internal injuries. He died as a result of the injuries he sustained.","Keywords: Construction, Fall, Fracture, Roof, Walking Surface",Single family or duplex dwelling,Maintenance or repair,,10,X,48,M,Fatality,"Laborers, except construction",79,71,70.0,63.0,25,30.18,16:52:00,76 °F,67 °F,74 %,SE,30.03 in,0.0 in,Cloudy,34997,FL,Winter,15 mph,23 mph,27.1375942,-80.21417,FL 34997,2018-01-28,,,,,
507,102456,420600,,238160,Employee Falls From Roof And Injures Knee,"Abstract: At 1:35 p.m. on January 19, 2018, Employee #1, employed by a roofing company, was engaged in roofing work at a two-story commercial building. He fell from the roof, a fall height of approximately 18 feet. Emergency services were called, and Employee #1 was transported to the hospital, admitted, and treated for a knee injury.","Keywords: Building, Construction, Fall, Fall Protection, Knee, Roof, Roofer",Commercial building,Alteration or rehabilitation,,18,,41,M,Hospitalized injury,Roofers: Helpers,65,39,43.0,23.0,14,30.34,13:35:00,59 °F,30 °F,33 %,CALM,30.32 in,0.0 in,Mostly Cloudy,33605,FL,Winter,0 mph,0 mph,27.9647617,-82.4554354,FL 33605,2018-01-19,,,,,
508,103843,454510,X,238160,Employee Falls From Roof And Later Dies,"Abstract: At 9:30 a.m. on December 20, 2017, an employee was installing ice and water shield on a roof that was approximately 21 feet from ground level and 24 feet wide. The roofs pitch was 8/12. The employee was installing ice and water shield on the back side of the roof without fall protection when the employee slipped on the ice and water shield he had previously installed and slid down approximately 10 feet to the roofs edge and fell approximately 24 feet. Employee landed 12 feet from the side of the building. He landed on his side and the employee was rushed to medical hospital. The employee died days later from swelling on the brain and broken neck.","Keywords: Fall, Fall Protection, Roof, Water",,,,,X,41,M,Fatality,Occupation not reported,66,57,64.0,55.0,14,29.95,09:30:00,63 °F,55 °F,77 %,SSE,29.80 in,0.0 in,Cloudy,29910,SC,Winter,12 mph,0 mph,32.2488454,-80.8978609,SC 29910,2017-12-20,,,,,
509,101172,454712,,238160,Employee Cleaning Gutter Falls And Fractures Legs,"Abstract: At 11:30 a.m. on November 29, 2017, Employee #1, employed by a roofing company and working at a multiemployer residential job site, was on the roof and using a leaf blower to clean out the gutter. Employee #1 fell from the roof onto scaffolding and then continued to fall to the ground, a fall height of approximately 25 feet. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for fractures to both legs.","Keywords: Fall, Fall Protection, Fracture, Housekeeping, Leading Edge, Leg, Maintenance, Residential Construction, Roof",,,,,,62,M,Hospitalized injury,Roofers,68,36,41.0,32.0,9,29.67,11:30:00,58 °F,41 °F,53 %,N,29.67 in,0.0 in,Fair,37212,TN,Fall,3 mph,0 mph,36.1365291,-86.7993744,TN 37212,2017-11-29,,,,,
510,100992,418800,X,238160,An Employee Falls Through A Skylight And Is Killed,"Abstract: At 4:30 p.m. on November 25, 2017, an employee was performing roofing repair. The employee stood on skylight and fell 20 feet to the ground below. The employee died from the injuries suffered.","Keywords: Fall, Fall Protection, Skylight",Single family or duplex dwelling,Alteration or rehabilitation,"$50,000 to $250,000",27,X,28,M,Fatality,Roofers,75,65,64.0,60.0,9,30.04,16:30:00,75 °F,64 °F,69 %,ENE,29.94 in,0.0 in,Partly Cloudy,33411,FL,Fall,8 mph,0 mph,26.7078861,-80.2104541,FL 33411,2017-11-25,,,,,
511,100960,419700,,238160,Roofer Slips On Debris And Falls And Fractures Heels,"Abstract: At 2:30 p.m. on November 17, 2017, Employee #1, employed by a roofing company, was engaged in roofing work at a two-story residential structure. As he moved from one area of the roof to another, he slipped on a piece of loose debris and fell. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for fractures to heel bones in both feet.","Keywords: Equipment Failure, Fall, Fall Protection, Foot, Fracture, Housekeeping, Lanyard, Residential Construction, Roof, Roofer",,,,,,34,M,Hospitalized injury,Roofers,75,54,61.0,51.0,12,30.08,14:30:00,75 °F,58 °F,55 %,NNE,30.05 in,0.0 in,Fair,32118,FL,Fall,6 mph,0 mph,29.2151904,-81.0052187,FL 32118,2017-11-17,,,,,
512,100701,420600,,238160,Employee Falls From Ladder And Fractures His Spine,"Abstract: At 10:45 a.m. on November 10, 2017, Employee #1, employed by a roofing company, was engaged in roofing work at a job site. He was climbing a ladder when he fell. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for a fractured spine.","Keywords: Back, Construction, Fall, Fall Protection, Fracture, Ladder, Roof, Roofer, Spine",,,,,,45,M,Hospitalized injury,Roofers,74,67,69.0,57.0,13,30.12,10:45:00,68 °F,62 °F,81 %,NE,30.06 in,0.0 in,Cloudy,33626,FL,Fall,9 mph,0 mph,28.0569307,-82.6099102,FL 33626,2017-11-10,,,,,
